User Name,Review,Rating,Date of Review,reviewCreatedVersion
jhudson2049,"Yeah! This is a gr8 app! But it's a pity that you can't just press a button to share your location with pre-programmed Emergency Services or others members of your family or friends! By SMS, Email or Social Media! In future software updates, could you PLEASE add this facility! Thank you!",4,2013-12-21,
Jim 1941,"This is brilliant, only thing that would make it better would be a share button to send link to to friends",5,2016-01-15,
Remacl,"I really like this app! A few updates would be great... 
- address bigger
- 112 as a common number. For mobiles out of area
- a ""users"" profile that emergency workers can look up if required (name, dob, address, blood type, in case of emergency, etc) 
- a ""other"" numbers section.",4,2014-05-16,
Keppto,Maybe add a feature that you can just send the operation instead of reading it out. There should be a button that you can press and it'll just send your immediate location.,4,2017-03-05,
G0p,Should be included with the iOS automatically. Good to have all this info in one place with quick gps location. Recommended for everyone.,5,2015-03-26,
acscotty,Whilst the concept of this app is excellent I can not seem to get it to work in airplane mode or without sim. Perhaps an update is needed so that pressing 000 will actually dial 112 which is the universal number that will contact 000 in Australia even if you do not have a SIM card in your phone,3,2013-12-06,
Pms city,Simple to use and easy to understand. I recommend everyone has this on their phone. Haven't needed to make an emergency call yet but it looks easy enough for anyone to do.,5,2013-12-05,
Motion,Great app wish it would send GPS position and you could also take a picture incase you witness something. A Must have app thank you,5,2014-09-28,
Sparkesymum,Great app but it kept contacting emergency services while in my pocket. Felt bad for the staff there as I am sure they had better things to do. Great in an emergency not so great if you just want to throw your phone in your pocket and not create a major incident accidentally.,4,2015-12-28,
Davinci7,"It doesn't happen often, but when I need to know which number to use for a situation I have found myself in, this app gives me the answers! Great job",5,2014-04-10,
watcal,"Haven't had to use the App yet, but have loaded on to all our devices. Simple design & well laid out. Nice to see location displayed clearly, this often difficult to know when you are stressed or in an unfamiliar place.",4,2014-11-22,
Littlenush,An additional feature that could improve the app is a gps tracking system of emergency service vehicles travelling to the place of the accident/incident.,4,2015-09-30,
smart buyer,"When visiting a relative at their house, she had bad accident was drifting In & out of consciousness. I'm not smart, neither is my cousin, so as he called triple zero, I got out the app and checked the address to tell the operator. A Lifesaving app!",5,2013-12-18,
gillb17,"Downloaded to my iPhone,  hope I never have to use it but it picked up my location and street address in Qld immediately, also gave my GPS coordinates,  it was spot on.  Great app.",5,2014-12-11,
Hillsgirl,"Found my location exactly, with & without wifi . I think it would be great for my kids when not at home. Thank you",5,2015-05-11,
SteveYoung9999,Would be even better if one or two photos of the emergency could be sent to 000 at the same time - e.g. of the fire being reported.,4,2013-12-11,
Lil miss kardashian,Turned wifi on and the location was exact!,5,2014-12-31,
Mxwake,"This is a LIFE SAVING app!!! I'm sure it has already saved lives! Everyone please rate this app so more people will hear about it!
How many other apps save someone's life? Incredible!",5,2014-03-30,
Rosie594,"Great app but as stated by other users, the address has to be BIGGER! How can you tell the operator your current address or co-ordinates when not at home if they are too small to read? This app is still a must have.",4,2014-04-02,
Jubby2259,"Great app, helps Emergency services find you a lot easier if you don't know where you are. Recommend it to all your friends",5,2013-12-05,
megsylomas,Good app but needs a place to put the phone number of your own emergency contact person in case you can't tell responders,4,2016-10-16,
APRIL SWIFT,Took them a long time to start thinking it should have been out as soon as GPS phone was invented.,5,2013-12-21,
Schloff,Great for adults and kids alike. Easy to use. Can save emergency operators valuable time by you knowing where you are,5,2013-12-06,
Asi_9,"How is it possible in these modern times, that a victim must double tap to return to this app for GPS co-ordinates (which are available on the included iOS Compass app anyway) in order to VERBALLY state their location??

Good suggestions in other reviews, but with a positive 4 star rating, I doubt those ideas will be implemented.",2,2013-12-31,
Red car driver,Awesome not only does it have all the emergency numbers in one place also tells you were you are..great idea.,5,2013-12-05,
Leamik,It'd be good if it actually had my location correct instead of 20km away and not giving me the closest address I'm afraid that's not going to be much good the ambos if they can't find me or is it just accurate for NSW and not any other state ??? Definetly needs some updating done on it before I consider it useable,2,2014-04-06,
RobSteelePerth,Works well and could easily save lives directing emergency services to the correct location.,5,2013-12-10,
Tabbycat74,Read about this app today and had to get it. It is a great idea. I hope I never have to use it but glad I have it just incase,5,2015-04-03,
Cannulator,The non urgent police line isn't a national service as is health direct. The app should be state specific depending on the location identified by the app. Eg Nurse on Call in Victoria or the local police station number.,4,2015-02-28,
Pembeel,I hope I don't use it but it would certainly help me if I needed. It's on my home page ready to go.,5,2015-06-25,
Lilly049,I tested the GPS coordinates and it placed me only 10m from my home. It feels very reassuring to have access to a potentially life saving app,5,2016-10-15,
JJMEsq,This app has the potential to save many lives. I highly recommend it.,5,2013-12-06,
Katherine5159,I have used this app when I got a flat tire on my car. I could tell the RAA where I was which is helpful.,5,2016-06-20,
slaygal76,This app should come standard on all iPhones in Australia. Quite possibly the handiest app to have.,5,2014-02-25,
Gomaz01,"Just downloaded this app because I thought it would be very handy in giving your exact location in an emergency, only to find my location was out by 3+kms which is concerning.",2,2017-05-26,
Viking Mark,"Great to see an app that truly is a serious emergency necessity and lifesaver should one need it, hopefully never; but it's there just in case👍🏼

Brilliant, Great & Terrific 🎉",5,2016-02-06,
Sabrinarubini,"We are the ones that brought this concept to the emergency sector and government after Years of Meetings and emails,plane trips, selling our idea and procedure trying to get this concept through to 000. But instead they stole our time took our ideas and go ahead release there own!",1,2016-05-10,
Spacegirlrhonda,Love this app! It knows where you are even when you don't.,5,2013-12-05,
urgrooveidodeeplydig,"Just downloaded this app so I was just checking it out at home and the map location is so wrong that it would cost someone their life.
 I mean, not just a couple of houses out, like a totally different road about 9 or 10 kilometres away !!!! Just so wrong!",1,2014-11-24,
Mira's um,"Stopped at an accident near Gembrook today. Used this app and despite telling the emergency phone operator the GPS coordinates, this did not help the operator to work out where we were. After a long conversation describing local landmarks the ambulance was finally dispatched. Disappointed.",1,2016-02-27,
kato79,Tried it to see if it would work and picked up my location straight away!!!!,4,2015-01-08,
Monkeykai,App reports that I am on a particular road when I am in fact not. When I check on other services it shows my correct location. Would be dangerous if I reported the Emergecy plus location to 000.,1,2015-04-03,
"""Barking"" mad","Great app. But there should be a way in order to share and track location with 000 operator?
As in ""find iPhone"" type feature.",3,2015-10-16,
C.evile,Long time coming... Idea is old!!! Good to have but may use once in a while.,5,2013-12-06,
Co$mo,Battery drain on both iPad and Samsung very high could render useless in emergency this is due to gps  always on locating coordinates I guess,4,2016-01-25,
Finnigans92,"App has everything, this app is so valuable it could save Someone's life if not your own!
Well done Fire and Rescue NSW! :D",5,2014-07-19,
GregFord81,Great app but needs locations of public access defibrillators on a map and maybe a metronome 100bpm,5,2014-09-04,
Nuggs36,What an awesome App... I have only just downloaded it. But the fact it uses GPS is fantastic.... Well done to those involved..... 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,2013-12-06,
TEKNOTRUCKER,"Excellent App but in a future update can you please include the nearest cross street, it's distance and direction? I usually get asked for that before GPS co-ordinates.",4,2014-01-28,
Pales18964,Found my location in an instant. Very accurate and precise.,5,2015-07-29,
Firery108,"Good app, something that should been round long before now.",5,2013-12-08,
mcgmick,Funny... this app is strangely similar to the 'Call 000' app released months before - providing a Lat and Long and the ability to dial direct to 000 from the app itself. Works ok.,3,2013-12-30,
Finchalicious,It's a must have must use. This app could save your life people! Use it!!,5,2013-12-06,
Star gazer000,"Location is spot on. 
Great idea.?",5,2015-07-09,
icekool15,Should be included as a default app.,5,2015-07-15,
KIMBO1564,"I've just added the app on my iPhone and the location is not where I am, problem?",2,2014-04-10,
Tha Gav,"Every Aussie should have this on their smart phone!
Great app!",5,2015-01-18,
Krisshead,I'm at a street address 200m from a station yet the app located me as being in an underground tunnel. I want precision in locality identification before I can confidently recommend use of this app to several hundred in my workplace.,1,2015-03-23,
Snupples,The gps coordinates are no where close to my address. Think you need to address this issue,2,2014-04-27,
KezzaTattoo,Lucky I have never needed to use this - location is way off!!,2,2014-12-19,
cathk999,Please add the number for the 24hour statewide Mental Health Line and the 24hr Poisons Information Centre. Then it will be 5 stars!!!!,4,2014-01-19,
Sanchezermc,Off by a house which could be a problem,2,2016-05-11,
Rwise12,Just downloaded the ap. I'm at home in a rural area. If I called emergency services and gave the location they named they would be sent to the middle of a farmers paddock 2km away.,1,2015-11-18,
South American Boy,The idea is old but would probably use it once. It's good incase of an emergency.,3,2013-12-07,
Blondes //&,Street is correct house number is wrong rural area,3,2015-01-07,
Draino1982,Brilliant!,5,2013-12-08,
taylorjayne_,"Tip top app, recommended at a tip top chat from a tip top bloke",5,2017-02-09,
Cathy@Parkes,This app is very inaccurate regarding location. For my address it's 4 kms out. Dangerous. Can it be fixed please to be correct.,1,2015-09-19,
Need-a-list,"Recently speaking with a 000 operator friend about the App and the biggest issue they said is that the current 000 dispatch system apparently requires a street and nearest cross street for a dispatch. Like gps-coordinates.net the App needs to convert into an address and give nearest cross street or intersection! E.g. Display ""Great Eastern Highway, 300m North of Evans Street"" or ""Willy Rd, 200m South of High St"".  Most people attending an emergency aren't near home and haven't any idea of where or what the name of the nearest cross street is.  I know cause I had the same issue in the Blue Mountains once. Or make it that the 000 operator can gain a street address from the displayed Lat/Long and work out a cross street themselves.",3,2016-12-24,
possum house,The recent update causes the app to crash,1,2016-11-29,
vinags,Excellent idea and we'll implemented.,5,2014-03-31,
Lucyhatton202,The update freezes and nothing happens.😩😩😩,1,2017-06-27,
blowin1,App puts address as 3 kms from where I actually am.,1,2016-11-07,
Key user,This is a life saving app. Well done....,5,2013-12-17,
djdwyer,Where can I find out the price of this app?,1,2015-04-06,
A Sleepy Drunk,Recommended by the legend himself Paul Dillon,5,2017-03-28,
tarragindidoodie,Excellent,5,2018-03-09,
dindindins,"App is frequently advertised by emergency services, however it has not been updated for 2 years and references the now non-existent ‘home button’ in the instructions. It also does not fit on the screen for an iPhone X and up (XR, XS, 11, etc).  

The phone numbers listed are also not in the recognised standard format, as per the ACMA Telco Numbering guidelines, which causes confusion. Ie: ‘13-2500’ is listed when it should be ‘132 500’. 

Lastly, GPS locations are not necessarily accurate as it uses A-GPS when inside (not GPS), which places me several hundred metres (and in the wrong address) to where I am actually located. Further, coords are presented in decimal degrees only. This is not compatible with all emergency service CAD systems, and should also be presented in decimal minutes and also UTM.

This app could be helpful, however in its current for it either needs to be updated or advertising by emergency services needs to cease.",2,2020-01-05,
Northshore11,Great app.  Another useful emergency contact number might be the Poisons Information Centre No. 13 11 26. Could be useful for sea-life/bush/home related emergencies....,5,2016-06-03,
Di59,"Emergency+ lift your game, when I put my phone next to my partners he is accurate to 10 metres? But I am almost 14 and a half kilometres away! Emergency services would never find me.",1,2016-08-01,
Lost in the bush,"Location gets worse every time I turn it on. Currently accurate to 45252 metres, which is about how far wrong it is. Cannot recommend anyone should use this app.",2,2015-04-04,
