,SENTIMENT,REVIEW,REVIEW_punctuation,REVIEW_punctuation_tokenized,REVIEW_punctuation_tokenized_sw,REVIEW_punctuation_tokenized_sw_stemmed,REVIEW_punctuation_tokenized_sw_lemmatized
36,positive,Love this app as you can provide a precise location if required. One thing that could make this more useful would be the ability to put a widget on your lock screen to allow instant access if needed similar to the emergency call option on lock screens. I have a medical app that provides my medical history etc and the widget gives instant access to my information in an emergency without having to unlock my phone.,Love this app as you can provide a precise location if required One thing that could make this more useful would be the ability to put a widget on your lock screen to allow instant access if needed similar to the emergency call option on lock screens I have a medical app that provides my medical history etc and the widget gives instant access to my information in an emergency without having to unlock my phone,"['love', 'this', 'app', 'as', 'you', 'can', 'provide', 'a', 'precise', 'location', 'if', 'required', 'one', 'thing', 'that', 'could', 'make', 'this', 'more', 'useful', 'would', 'be', 'the', 'ability', 'to', 'put', 'a', 'widget', 'on', 'your', 'lock', 'screen', 'to', 'allow', 'instant', 'access', 'if', 'needed', 'similar', 'to', 'the', 'emergency', 'call', 'option', 'on', 'lock', 'screens', 'i', 'have', 'a', 'medical', 'app', 'that', 'provides', 'my', 'medical', 'history', 'etc', 'and', 'the', 'widget', 'gives', 'instant', 'access', 'to', 'my', 'information', 'in', 'an', 'emergency', 'without', 'having', 'to', 'unlock', 'my', 'phone']","['love', 'app', 'provide', 'precise', 'location', 'required', 'one', 'thing', 'could', 'make', 'useful', 'would', 'ability', 'put', 'widget', 'lock', 'screen', 'allow', 'instant', 'access', 'needed', 'similar', 'emergency', 'call', 'option', 'lock', 'screens', 'medical', 'app', 'provides', 'medical', 'history', 'etc', 'widget', 'gives', 'instant', 'access', 'information', 'emergency', 'without', 'unlock', 'phone']","['love', 'app', 'provid', 'precis', 'locat', 'requir', 'one', 'thing', 'could', 'make', 'use', 'would', 'abil', 'put', 'widget', 'lock', 'screen', 'allow', 'instant', 'access', 'need', 'similar', 'emerg', 'call', 'option', 'lock', 'screen', 'medic', 'app', 'provid', 'medic', 'histori', 'etc', 'widget', 'give', 'instant', 'access', 'inform', 'emerg', 'without', 'unlock', 'phone']","['love', 'app', 'provide', 'precise', 'location', 'required', 'one', 'thing', 'could', 'make', 'useful', 'would', 'ability', 'put', 'widget', 'lock', 'screen', 'allow', 'instant', 'access', 'needed', 'similar', 'emergency', 'call', 'option', 'lock', 'screen', 'medical', 'app', 'provides', 'medical', 'history', 'etc', 'widget', 'give', 'instant', 'access', 'information', 'emergency', 'without', 'unlock', 'phone']"
37,negative,"This is an app everybody should have on their phone. For the average, untrained person, it can be extremely difficult to think rationally in an extreme emergency due to adrenaline coursing through your system that often leads to panic. Giving information such as your whereabouts if you are in an unfamiliar place can make things worse. This app can lessen that sense of panic by giving you everything you need at your fingertips and if you don't know where you are what3words is just brilliant.",This is an app everybody should have on their phone For the average untrained person it can be extremely difficult to think rationally in an extreme emergency due to adrenaline coursing through your system that often leads to panic Giving information such as your whereabouts if you are in an unfamiliar place can make things worse This app can lessen that sense of panic by giving you everything you need at your fingertips and if you dont know where you are what3words is just brilliant,"['this', 'is', 'an', 'app', 'everybody', 'should', 'have', 'on', 'their', 'phone', 'for', 'the', 'average', 'untrained', 'person', 'it', 'can', 'be', 'extremely', 'difficult', 'to', 'think', 'rationally', 'in', 'an', 'extreme', 'emergency', 'due', 'to', 'adrenaline', 'coursing', 'through', 'your', 'system', 'that', 'often', 'leads', 'to', 'panic', 'giving', 'information', 'such', 'as', 'your', 'whereabouts', 'if', 'you', 'are', 'in', 'an', 'unfamiliar', 'place', 'can', 'make', 'things', 'worse', 'this', 'app', 'can', 'lessen', 'that', 'sense', 'of', 'panic', 'by', 'giving', 'you', 'everything', 'you', 'need', 'at', 'your', 'fingertips', 'and', 'if', 'you', 'dont', 'know', 'where', 'you', 'are', 'what3words', 'is', 'just', 'brilliant']","['app', 'everybody', 'phone', 'average', 'untrained', 'person', 'extremely', 'difficult', 'think', 'rationally', 'extreme', 'emergency', 'due', 'adrenaline', 'coursing', 'system', 'often', 'leads', 'panic', 'giving', 'information', 'whereabouts', 'unfamiliar', 'place', 'make', 'things', 'worse', 'app', 'lessen', 'sense', 'panic', 'giving', 'everything', 'need', 'fingertips', 'dont', 'know', 'what3words', 'brilliant']","['app', 'everybodi', 'phone', 'averag', 'untrain', 'person', 'extrem', 'difficult', 'think', 'ration', 'extrem', 'emerg', 'due', 'adrenalin', 'cours', 'system', 'often', 'lead', 'panic', 'give', 'inform', 'whereabout', 'unfamiliar', 'place', 'make', 'thing', 'wors', 'app', 'lessen', 'sens', 'panic', 'give', 'everyth', 'need', 'fingertip', 'dont', 'know', 'what3word', 'brilliant']","['app', 'everybody', 'phone', 'average', 'untrained', 'person', 'extremely', 'difficult', 'think', 'rationally', 'extreme', 'emergency', 'due', 'adrenaline', 'coursing', 'system', 'often', 'lead', 'panic', 'giving', 'information', 'whereabouts', 'unfamiliar', 'place', 'make', 'thing', 'worse', 'app', 'lessen', 'sense', 'panic', 'giving', 'everything', 'need', 'fingertip', 'dont', 'know', 'what3words', 'brilliant']"
38,positive,Good,Good,['good'],['good'],['good'],['good']
39,neutral,Incredible life savings tech,Incredible life savings tech,"['incredible', 'life', 'savings', 'tech']","['incredible', 'life', 'savings', 'tech']","['incred', 'life', 'save', 'tech']","['incredible', 'life', 'saving', 'tech']"
40,negative,"It has got my address wrong, it thinks I live at 157 which is actually the 2 duplex dwellings behind me, I live at 159. There is no way to change this?? My wife or I could be dead by the time the emergency services find us?",It has got my address wrong it thinks I live at 157 which is actually the 2 duplex dwellings behind me I live at 159 There is no way to change this My wife or I could be dead by the time the emergency services find us,"['it', 'has', 'got', 'my', 'address', 'wrong', 'it', 'thinks', 'i', 'live', 'at', '157', 'which', 'is', 'actually', 'the', '2', 'duplex', 'dwellings', 'behind', 'me', 'i', 'live', 'at', '159', 'there', 'is', 'no', 'way', 'to', 'change', 'this', 'my', 'wife', 'or', 'i', 'could', 'be', 'dead', 'by', 'the', 'time', 'the', 'emergency', 'services', 'find', 'us']","['got', 'address', 'wrong', 'thinks', 'live', '157', 'actually', '2', 'duplex', 'dwellings', 'behind', 'live', '159', 'way', 'change', 'wife', 'could', 'dead', 'time', 'emergency', 'services', 'find', 'us']","['got', 'address', 'wrong', 'think', 'live', '157', 'actual', '2', 'duplex', 'dwell', 'behind', 'live', '159', 'way', 'chang', 'wife', 'could', 'dead', 'time', 'emerg', 'servic', 'find', 'us']","['got', 'address', 'wrong', 'think', 'live', '157', 'actually', '2', 'duplex', 'dwelling', 'behind', 'live', '159', 'way', 'change', 'wife', 'could', 'dead', 'time', 'emergency', 'service', 'find', 'u']"
41,positive,Very comprehensive and very easy to use.,Very comprehensive and very easy to use,"['very', 'comprehensive', 'and', 'very', 'easy', 'to', 'use']","['comprehensive', 'easy', 'use']","['comprehens', 'easi', 'use']","['comprehensive', 'easy', 'use']"
42,positive,"App doesn't show my position (as indicated in app preview). Location is selected ""On"". Any thoughts or suggestion from anyone. Cheers",App doesnt show my position as indicated in app preview Location is selected On Any thoughts or suggestion from anyone Cheers,"['app', 'doesnt', 'show', 'my', 'position', 'as', 'indicated', 'in', 'app', 'preview', 'location', 'is', 'selected', 'on', 'any', 'thoughts', 'or', 'suggestion', 'from', 'anyone', 'cheers']","['app', 'doesnt', 'show', 'position', 'indicated', 'app', 'preview', 'location', 'selected', 'thoughts', 'suggestion', 'anyone', 'cheers']","['app', 'doesnt', 'show', 'posit', 'indic', 'app', 'preview', 'locat', 'select', 'thought', 'suggest', 'anyon', 'cheer']","['app', 'doesnt', 'show', 'position', 'indicated', 'app', 'preview', 'location', 'selected', 'thought', 'suggestion', 'anyone', 'cheer']"
43,positive,This is a great app but it needs to have the ability to be used on a phone that is locked with a password so a child can ring for help,This is a great app but it needs to have the ability to be used on a phone that is locked with a password so a child can ring for help,"['this', 'is', 'a', 'great', 'app', 'but', 'it', 'needs', 'to', 'have', 'the', 'ability', 'to', 'be', 'used', 'on', 'a', 'phone', 'that', 'is', 'locked', 'with', 'a', 'password', 'so', 'a', 'child', 'can', 'ring', 'for', 'help']","['great', 'app', 'needs', 'ability', 'used', 'phone', 'locked', 'password', 'child', 'ring', 'help']","['great', 'app', 'need', 'abil', 'use', 'phone', 'lock', 'password', 'child', 'ring', 'help']","['great', 'app', 'need', 'ability', 'used', 'phone', 'locked', 'password', 'child', 'ring', 'help']"
44,negative,Just call 000 actually tried to use this app during an emergency and it didn't work. I ended up calling 000,Just call 000 actually tried to use this app during an emergency and it didnt work I ended up calling 000,"['just', 'call', '000', 'actually', 'tried', 'to', 'use', 'this', 'app', 'during', 'an', 'emergency', 'and', 'it', 'didnt', 'work', 'i', 'ended', 'up', 'calling', '000']","['call', '000', 'actually', 'tried', 'use', 'app', 'emergency', 'didnt', 'work', 'ended', 'calling', '000']","['call', '000', 'actual', 'tri', 'use', 'app', 'emerg', 'didnt', 'work', 'end', 'call', '000']","['call', '000', 'actually', 'tried', 'use', 'app', 'emergency', 'didnt', 'work', 'ended', 'calling', '000']"
45,positive,"The concept of this app is sound and useful, however it's very hard to read for those who have less than ideal eyesight. Surely this must be obvious? An emergency app. is for everyone, not just for those with perfect vision! Get with it!",The concept of this app is sound and useful however its very hard to read for those who have less than ideal eyesight Surely this must be obvious An emergency app is for everyone not just for those with perfect vision Get with it,"['the', 'concept', 'of', 'this', 'app', 'is', 'sound', 'and', 'useful', 'however', 'its', 'very', 'hard', 'to', 'read', 'for', 'those', 'who', 'have', 'less', 'than', 'ideal', 'eyesight', 'surely', 'this', 'must', 'be', 'obvious', 'an', 'emergency', 'app', 'is', 'for', 'everyone', 'not', 'just', 'for', 'those', 'with', 'perfect', 'vision', 'get', 'with', 'it']","['concept', 'app', 'sound', 'useful', 'however', 'hard', 'read', 'less', 'ideal', 'eyesight', 'surely', 'must', 'obvious', 'emergency', 'app', 'everyone', 'perfect', 'vision', 'get']","['concept', 'app', 'sound', 'use', 'howev', 'hard', 'read', 'less', 'ideal', 'eyesight', 'sure', 'must', 'obviou', 'emerg', 'app', 'everyon', 'perfect', 'vision', 'get']","['concept', 'app', 'sound', 'useful', 'however', 'hard', 'read', 'le', 'ideal', 'eyesight', 'surely', 'must', 'obvious', 'emergency', 'app', 'everyone', 'perfect', 'vision', 'get']"
46,negative,App is recommended by Australia Wide First Aid... gives your exact location when talking to required emergency,App is recommended by Australia Wide First Aid gives your exact location when talking to required emergency,"['app', 'is', 'recommended', 'by', 'australia', 'wide', 'first', 'aid', 'gives', 'your', 'exact', 'location', 'when', 'talking', 'to', 'required', 'emergency']","['app', 'recommended', 'australia', 'wide', 'first', 'aid', 'gives', 'exact', 'location', 'talking', 'required', 'emergency']","['app', 'recommend', 'australia', 'wide', 'first', 'aid', 'give', 'exact', 'locat', 'talk', 'requir', 'emerg']","['app', 'recommended', 'australia', 'wide', 'first', 'aid', 'give', 'exact', 'location', 'talking', 'required', 'emergency']"
47,positive,"Please change the map/location functionality so that one tap anywhere on the lower half of the screen immediately makes it full screen with large text. At the moment it requires two taps to do this which hardly anyone is going to know. Also add large text ""Tap here for location information"". Great app otherwise.",Please change the maplocation functionality so that one tap anywhere on the lower half of the screen immediately makes it full screen with large text At the moment it requires two taps to do this which hardly anyone is going to know Also add large text Tap here for location information Great app otherwise,"['please', 'change', 'the', 'maplocation', 'functionality', 'so', 'that', 'one', 'tap', 'anywhere', 'on', 'the', 'lower', 'half', 'of', 'the', 'screen', 'immediately', 'makes', 'it', 'full', 'screen', 'with', 'large', 'text', 'at', 'the', 'moment', 'it', 'requires', 'two', 'taps', 'to', 'do', 'this', 'which', 'hardly', 'anyone', 'is', 'going', 'to', 'know', 'also', 'add', 'large', 'text', 'tap', 'here', 'for', 'location', 'information', 'great', 'app', 'otherwise']","['please', 'change', 'maplocation', 'functionality', 'one', 'tap', 'anywhere', 'lower', 'half', 'screen', 'immediately', 'makes', 'full', 'screen', 'large', 'text', 'moment', 'requires', 'two', 'taps', 'hardly', 'anyone', 'going', 'know', 'also', 'add', 'large', 'text', 'tap', 'location', 'information', 'great', 'app', 'otherwise']","['pleas', 'chang', 'maploc', 'function', 'one', 'tap', 'anywher', 'lower', 'half', 'screen', 'immedi', 'make', 'full', 'screen', 'larg', 'text', 'moment', 'requir', 'two', 'tap', 'hardli', 'anyon', 'go', 'know', 'also', 'add', 'larg', 'text', 'tap', 'locat', 'inform', 'great', 'app', 'otherwis']","['please', 'change', 'maplocation', 'functionality', 'one', 'tap', 'anywhere', 'lower', 'half', 'screen', 'immediately', 'make', 'full', 'screen', 'large', 'text', 'moment', 'requires', 'two', 'tap', 'hardly', 'anyone', 'going', 'know', 'also', 'add', 'large', 'text', 'tap', 'location', 'information', 'great', 'app', 'otherwise']"
48,negative,"Location map is utterly broken and therefore pointless, and dangerous to rely upon. Just use Google Maps and share your location with a friend via SMS if you're lost.",Location map is utterly broken and therefore pointless and dangerous to rely upon Just use Google Maps and share your location with a friend via SMS if youre lost,"['location', 'map', 'is', 'utterly', 'broken', 'and', 'therefore', 'pointless', 'and', 'dangerous', 'to', 'rely', 'upon', 'just', 'use', 'google', 'maps', 'and', 'share', 'your', 'location', 'with', 'a', 'friend', 'via', 'sms', 'if', 'youre', 'lost']","['location', 'map', 'utterly', 'broken', 'therefore', 'pointless', 'dangerous', 'rely', 'upon', 'use', 'google', 'maps', 'share', 'location', 'friend', 'via', 'sms', 'youre', 'lost']","['locat', 'map', 'utterli', 'broken', 'therefor', 'pointless', 'danger', 'reli', 'upon', 'use', 'googl', 'map', 'share', 'locat', 'friend', 'via', 'sm', 'your', 'lost']","['location', 'map', 'utterly', 'broken', 'therefore', 'pointless', 'dangerous', 'rely', 'upon', 'use', 'google', 'map', 'share', 'location', 'friend', 'via', 'sm', 'youre', 'lost']"
