,SENTIMENT,REVIEW,REVIEW_punctuation,REVIEW_punctuation_tokenized,REVIEW_punctuation_tokenized_sw,REVIEW_punctuation_tokenized_sw_stemmed,REVIEW_punctuation_tokenized_sw_lemmatized
1383,positive,Any average - or out of practice - good Samaritan would GREATLY benefit from these simple Red Cross First Aid instructions right at their fingertips! The quizes will impart confidence. Must Have!,Any average  or out of practice  good Samaritan would GREATLY benefit from these simple Red Cross First Aid instructions right at their fingertips The quizes will impart confidence Must Have,"['any', 'average', 'or', 'out', 'of', 'practice', 'good', 'samaritan', 'would', 'greatly', 'benefit', 'from', 'these', 'simple', 'red', 'cross', 'first', 'aid', 'instructions', 'right', 'at', 'their', 'fingertips', 'the', 'quizes', 'will', 'impart', 'confidence', 'must', 'have']","['average', 'practice', 'good', 'samaritan', 'would', 'greatly', 'benefit', 'simple', 'red', 'cross', 'first', 'aid', 'instructions', 'right', 'fingertips', 'quizes', 'impart', 'confidence', 'must']","['averag', 'practic', 'good', 'samaritan', 'would', 'greatli', 'benefit', 'simpl', 'red', 'cross', 'first', 'aid', 'instruct', 'right', 'fingertip', 'quiz', 'impart', 'confid', 'must']","['average', 'practice', 'good', 'samaritan', 'would', 'greatly', 'benefit', 'simple', 'red', 'cross', 'first', 'aid', 'instruction', 'right', 'fingertip', 'quiz', 'impart', 'confidence', 'must']"
1384,positive,It's really a informative app. I appreciate lots! Thank to the team!:-),Its really a informative app I appreciate lots Thank to the team,"['its', 'really', 'a', 'informative', 'app', 'i', 'appreciate', 'lots', 'thank', 'to', 'the', 'team']","['really', 'informative', 'app', 'appreciate', 'lots', 'thank', 'team']","['realli', 'inform', 'app', 'appreci', 'lot', 'thank', 'team']","['really', 'informative', 'app', 'appreciate', 'lot', 'thank', 'team']"
1385,positive,Great interface. Very informative.,Great interface Very informative,"['great', 'interface', 'very', 'informative']","['great', 'interface', 'informative']","['great', 'interfac', 'inform']","['great', 'interface', 'informative']"
1386,neutral,5 stars!,5 stars,"['5', 'stars']","['5', 'stars']","['5', 'star']","['5', 'star']"
1387,positive,Great app get it,Great app get it,"['great', 'app', 'get', 'it']","['great', 'app', 'get']","['great', 'app', 'get']","['great', 'app', 'get']"
1388,positive,"This app is useful and concise. However, there is no information on what to do if you or someone you know is bitten by a venomous snake. Please add a section about snakes to the ""bites"" section!",This app is useful and concise However there is no information on what to do if you or someone you know is bitten by a venomous snake Please add a section about snakes to the bites section,"['this', 'app', 'is', 'useful', 'and', 'concise', 'however', 'there', 'is', 'no', 'information', 'on', 'what', 'to', 'do', 'if', 'you', 'or', 'someone', 'you', 'know', 'is', 'bitten', 'by', 'a', 'venomous', 'snake', 'please', 'add', 'a', 'section', 'about', 'snakes', 'to', 'the', 'bites', 'section']","['app', 'useful', 'concise', 'however', 'information', 'someone', 'know', 'bitten', 'venomous', 'snake', 'please', 'add', 'section', 'snakes', 'bites', 'section']","['app', 'use', 'concis', 'howev', 'inform', 'someon', 'know', 'bitten', 'venom', 'snake', 'pleas', 'add', 'section', 'snake', 'bite', 'section']","['app', 'useful', 'concise', 'however', 'information', 'someone', 'know', 'bitten', 'venomous', 'snake', 'please', 'add', 'section', 'snake', 'bite', 'section']"
1389,positive,A treasure trove of info hopefully. I wont have to ever use it.,A treasure trove of info hopefully I wont have to ever use it,"['a', 'treasure', 'trove', 'of', 'info', 'hopefully', 'i', 'wont', 'have', 'to', 'ever', 'use', 'it']","['treasure', 'trove', 'info', 'hopefully', 'wont', 'ever', 'use']","['treasur', 'trove', 'info', 'hope', 'wont', 'ever', 'use']","['treasure', 'trove', 'info', 'hopefully', 'wont', 'ever', 'use']"
1390,positive,Very good app. Love how its right in my pocket when I need it,Very good app Love how its right in my pocket when I need it,"['very', 'good', 'app', 'love', 'how', 'its', 'right', 'in', 'my', 'pocket', 'when', 'i', 'need', 'it']","['good', 'app', 'love', 'right', 'pocket', 'need']","['good', 'app', 'love', 'right', 'pocket', 'need']","['good', 'app', 'love', 'right', 'pocket', 'need']"
1391,positive,This is an app everyone should have lots of useful information,This is an app everyone should have lots of useful information,"['this', 'is', 'an', 'app', 'everyone', 'should', 'have', 'lots', 'of', 'useful', 'information']","['app', 'everyone', 'lots', 'useful', 'information']","['app', 'everyon', 'lot', 'use', 'inform']","['app', 'everyone', 'lot', 'useful', 'information']"
1392,positive,I am glad this app has helpful tips and pictures of what to do for basic help in an accident.,I am glad this app has helpful tips and pictures of what to do for basic help in an accident,"['i', 'am', 'glad', 'this', 'app', 'has', 'helpful', 'tips', 'and', 'pictures', 'of', 'what', 'to', 'do', 'for', 'basic', 'help', 'in', 'an', 'accident']","['glad', 'app', 'helpful', 'tips', 'pictures', 'basic', 'help', 'accident']","['glad', 'app', 'help', 'tip', 'pictur', 'basic', 'help', 'accid']","['glad', 'app', 'helpful', 'tip', 'picture', 'basic', 'help', 'accident']"
1393,positive,Love it!!!,Love it,"['love', 'it']",['love'],['love'],['love']
1394,positive,It worked well the first day but after that nothing would show up.,It worked well the first day but after that nothing would show up,"['it', 'worked', 'well', 'the', 'first', 'day', 'but', 'after', 'that', 'nothing', 'would', 'show', 'up']","['worked', 'well', 'first', 'day', 'nothing', 'would', 'show']","['work', 'well', 'first', 'day', 'noth', 'would', 'show']","['worked', 'well', 'first', 'day', 'nothing', 'would', 'show']"
1395,negative,Is not complete only simple issue. Don't get bitten by a snake - no info! That is just one example,Is not complete only simple issue Dont get bitten by a snake  no info That is just one example,"['is', 'not', 'complete', 'only', 'simple', 'issue', 'dont', 'get', 'bitten', 'by', 'a', 'snake', 'no', 'info', 'that', 'is', 'just', 'one', 'example']","['complete', 'simple', 'issue', 'dont', 'get', 'bitten', 'snake', 'info', 'one', 'example']","['complet', 'simpl', 'issu', 'dont', 'get', 'bitten', 'snake', 'info', 'one', 'exampl']","['complete', 'simple', 'issue', 'dont', 'get', 'bitten', 'snake', 'info', 'one', 'example']"
1396,positive,Everyone should have this and hope you never need it.,Everyone should have this and hope you never need it,"['everyone', 'should', 'have', 'this', 'and', 'hope', 'you', 'never', 'need', 'it']","['everyone', 'hope', 'never', 'need']","['everyon', 'hope', 'never', 'need']","['everyone', 'hope', 'never', 'need']"
1397,positive,Excellent application! Very informative for personal knowledge. Thank you....,Excellent application Very informative for personal knowledge Thank you,"['excellent', 'application', 'very', 'informative', 'for', 'personal', 'knowledge', 'thank', 'you']","['excellent', 'application', 'informative', 'personal', 'knowledge', 'thank']","['excel', 'applic', 'inform', 'person', 'knowledg', 'thank']","['excellent', 'application', 'informative', 'personal', 'knowledge', 'thank']"
1398,positive,Great app,Great app,"['great', 'app']","['great', 'app']","['great', 'app']","['great', 'app']"
1399,positive,This app has great info and is worth keeping. Good job ARC,This app has great info and is worth keeping Good job ARC,"['this', 'app', 'has', 'great', 'info', 'and', 'is', 'worth', 'keeping', 'good', 'job', 'arc']","['app', 'great', 'info', 'worth', 'keeping', 'good', 'job', 'arc']","['app', 'great', 'info', 'worth', 'keep', 'good', 'job', 'arc']","['app', 'great', 'info', 'worth', 'keeping', 'good', 'job', 'arc']"
1400,neutral,I use it constantly,I use it constantly,"['i', 'use', 'it', 'constantly']","['use', 'constantly']","['use', 'constantli']","['use', 'constantly']"
1401,positive,Very useful,Very useful,"['very', 'useful']",['useful'],['use'],['useful']
1402,neutral,"This should be on everyones phone, tablet, computer, everything and everywhere!!",This should be on everyones phone tablet computer everything and everywhere,"['this', 'should', 'be', 'on', 'everyones', 'phone', 'tablet', 'computer', 'everything', 'and', 'everywhere']","['everyones', 'phone', 'tablet', 'computer', 'everything', 'everywhere']","['everyon', 'phone', 'tablet', 'comput', 'everyth', 'everywher']","['everyones', 'phone', 'tablet', 'computer', 'everything', 'everywhere']"
1403,positive,Good to have when your doing home health.,Good to have when your doing home health,"['good', 'to', 'have', 'when', 'your', 'doing', 'home', 'health']","['good', 'home', 'health']","['good', 'home', 'health']","['good', 'home', 'health']"
1404,positive,Awesome app,Awesome app,"['awesome', 'app']","['awesome', 'app']","['awesom', 'app']","['awesome', 'app']"
1405,positive,Awesome app,Awesome app,"['awesome', 'app']","['awesome', 'app']","['awesom', 'app']","['awesome', 'app']"
1406,positive,Very good. Really very good.,Very good Really very good,"['very', 'good', 'really', 'very', 'good']","['good', 'really', 'good']","['good', 'realli', 'good']","['good', 'really', 'good']"
1407,neutral,Very helpful/useful app.,Very helpfuluseful app,"['very', 'helpfuluseful', 'app']","['helpfuluseful', 'app']","['helpfulus', 'app']","['helpfuluseful', 'app']"
1408,neutral,I wanted to upgrade my phone just to get this app. As a Red Cross volunteer I can practice what I preach.,I wanted to upgrade my phone just to get this app As a Red Cross volunteer I can practice what I preach,"['i', 'wanted', 'to', 'upgrade', 'my', 'phone', 'just', 'to', 'get', 'this', 'app', 'as', 'a', 'red', 'cross', 'volunteer', 'i', 'can', 'practice', 'what', 'i', 'preach']","['wanted', 'upgrade', 'phone', 'get', 'app', 'red', 'cross', 'volunteer', 'practice', 'preach']","['want', 'upgrad', 'phone', 'get', 'app', 'red', 'cross', 'volunt', 'practic', 'preach']","['wanted', 'upgrade', 'phone', 'get', 'app', 'red', 'cross', 'volunteer', 'practice', 'preach']"
1409,positive,Its very helpful.,Its very helpful,"['its', 'very', 'helpful']",['helpful'],['help'],['helpful']
1410,positive,"While a lot of the info on this app I would defer to common sense, there are a few gems that we could learn. Everyone could. So, worth a download and keeping on your phone and definitely a gander on the loo.",While a lot of the info on this app I would defer to common sense there are a few gems that we could learn Everyone could So worth a download and keeping on your phone and definitely a gander on the loo,"['while', 'a', 'lot', 'of', 'the', 'info', 'on', 'this', 'app', 'i', 'would', 'defer', 'to', 'common', 'sense', 'there', 'are', 'a', 'few', 'gems', 'that', 'we', 'could', 'learn', 'everyone', 'could', 'so', 'worth', 'a', 'download', 'and', 'keeping', 'on', 'your', 'phone', 'and', 'definitely', 'a', 'gander', 'on', 'the', 'loo']","['lot', 'info', 'app', 'would', 'defer', 'common', 'sense', 'gems', 'could', 'learn', 'everyone', 'could', 'worth', 'download', 'keeping', 'phone', 'definitely', 'gander', 'loo']","['lot', 'info', 'app', 'would', 'defer', 'common', 'sens', 'gem', 'could', 'learn', 'everyon', 'could', 'worth', 'download', 'keep', 'phone', 'definit', 'gander', 'loo']","['lot', 'info', 'app', 'would', 'defer', 'common', 'sense', 'gem', 'could', 'learn', 'everyone', 'could', 'worth', 'download', 'keeping', 'phone', 'definitely', 'gander', 'loo']"
1411,positive,Great advice for emergency situations,Great advice for emergency situations,"['great', 'advice', 'for', 'emergency', 'situations']","['great', 'advice', 'emergency', 'situations']","['great', 'advic', 'emerg', 'situat']","['great', 'advice', 'emergency', 'situation']"
1412,positive,This is an awsome app. This helps out a lot! Thanks!,This is an awsome app This helps out a lot Thanks,"['this', 'is', 'an', 'awsome', 'app', 'this', 'helps', 'out', 'a', 'lot', 'thanks']","['awsome', 'app', 'helps', 'lot', 'thanks']","['awsom', 'app', 'help', 'lot', 'thank']","['awsome', 'app', 'help', 'lot', 'thanks']"
1413,positive,"Has lots of information, this is a good reminder of all the information learned in class. All the features I tried worked as expected.",Has lots of information this is a good reminder of all the information learned in class All the features I tried worked as expected,"['has', 'lots', 'of', 'information', 'this', 'is', 'a', 'good', 'reminder', 'of', 'all', 'the', 'information', 'learned', 'in', 'class', 'all', 'the', 'features', 'i', 'tried', 'worked', 'as', 'expected']","['lots', 'information', 'good', 'reminder', 'information', 'learned', 'class', 'features', 'tried', 'worked', 'expected']","['lot', 'inform', 'good', 'remind', 'inform', 'learn', 'class', 'featur', 'tri', 'work', 'expect']","['lot', 'information', 'good', 'reminder', 'information', 'learned', 'class', 'feature', 'tried', 'worked', 'expected']"
1414,positive,"You can never be too prepared or informed. Well put together, better than the rest of the free first aid apps...having the best features from them all in 1 simple easy to use app. :-)",You can never be too prepared or informed Well put together better than the rest of the free first aid appshaving the best features from them all in 1 simple easy to use app ,"['you', 'can', 'never', 'be', 'too', 'prepared', 'or', 'informed', 'well', 'put', 'together', 'better', 'than', 'the', 'rest', 'of', 'the', 'free', 'first', 'aid', 'appshaving', 'the', 'best', 'features', 'from', 'them', 'all', 'in', '1', 'simple', 'easy', 'to', 'use', 'app', '']","['never', 'prepared', 'informed', 'well', 'put', 'together', 'better', 'rest', 'free', 'first', 'aid', 'appshaving', 'best', 'features', '1', 'simple', 'easy', 'use', 'app', '']","['never', 'prepar', 'inform', 'well', 'put', 'togeth', 'better', 'rest', 'free', 'first', 'aid', 'appshav', 'best', 'featur', '1', 'simpl', 'easi', 'use', 'app', '']","['never', 'prepared', 'informed', 'well', 'put', 'together', 'better', 'rest', 'free', 'first', 'aid', 'appshaving', 'best', 'feature', '1', 'simple', 'easy', 'use', 'app', '']"
1415,positive,5stars for helping save lives â™¡,5stars for helping save lives â™¡,"['5stars', 'for', 'helping', 'save', 'lives', 'â', '']","['5stars', 'helping', 'save', 'lives', 'â', '']","['5star', 'help', 'save', 'live', 'â', '']","['5stars', 'helping', 'save', 'life', 'â', '']"
1416,neutral,Very informative,Very informative,"['very', 'informative']",['informative'],['inform'],['informative']
1417,positive,Great app,Great app,"['great', 'app']","['great', 'app']","['great', 'app']","['great', 'app']"
