,User Name,Review,Rating,Date of Review,sentiment
115,Triss Dryl,"Very informational and great demos and photos for reference. It's a great approach have in an emergency and gives people the help they need to potentially save a life in some circumstances. I'm glad u downloaded this because I took the quizzes after sometime of taking a first aid class and this app really refreshed my memory on what do to, plus have me more insight on other ways to help in a sticky situation.",5,2012-07-10,1
116,MaggieAlly,"Love the app. I have a 4, 7, and 13 year old and we live on a farm and accidents have happened and the app's treatments work perfect and the advice on it too. But, before I updated the app on January 29, 2016 there was an agriculture section and now that I have updated it on January 30, 2016 the agriculture section is gone. If you could, please fix this that would be good, Thankyou.",5,2016-01-30,1
117,The Lisha,"Best app I have. Very informative, thorough. and useful. I especially found the emergency feature strait forward. It is set up to guides a person through emergency care by asking questions specific to that situation and guiding them through the procedures step by step and providing illustrations, some of which are animated.  So even if you panic you won't skip an important step. Amazing!!!",5,2012-06-29,1
118,CarpeDiem1801,"Great App. So glad my husband found. We purchased a emergency kit a while ago from the Red Cross and I would advise everyone to get one , it is very handy to have everything in one spot.
I own a daycare and haven't had to use the app for any injuries , but its a comfort to have the great info with you all the time. Thanks for creating it. Looking forward to the tornado app to be implemented.",5,2012-11-09,1
119,vcolina,"This is a great looking app with all the info you need for medical issues. I specially appreciate the emergency button (I haven't use it -thank god- but it's pretty nice they though of a way to get the info fater when in an emergency. That was my first concerne ""I'm not going to go through all the categories when in an emergency"", until I saw the that big button in the middle :P",5,2012-07-01,1
120,Abby2107,"I have to agree with several reviews- most of the time it does say to call 911, but what if there is no cell service? However, it is very helpful for minor accidents. It is easy to quickly find resources to help the hurt person, because it lists household items in which you can use in case of lack of actual medical supplies. It even tests you to make sure you know what to do immediately.",4,2016-03-12,1
121,Da kine stuff,"The rural safety quiz is still there but not the initial information where you can see it. It is up at the top with the slideshow with information about flu pandemics, but it's better to have it with the rest of the information, or in both places. 
The poison information needs more fleshing out. And there's some useful spelling and grammar checks to be done. But overall great.",4,2016-05-28,1
122,Princess Promise 13,"I really love this app. Whether you find yourself in an emergency situation, or just want to know how to treat a bug bite, this app can be very helpful. It gives basic first aid knowledge that everyone should know. I really like the quiz feature because it allows me to see how well I know my stuff! This app is responsible for my signing up for my first blood donation appointment. Great app!",5,2014-06-12,1
123,AppleTPot,"I thought I knew how to handle things in certain situations, but I was wrong. This app showed me the right way to approach these very real, everyday situations.  There is even a quizzes to test your knowledge of what you've read and learned.  Does anyone need help? I know what to do now :). Check this app out for yourself, you'll be glad you did.",5,2014-01-17,1
124,Al-719,"This should be a mandatory app for anyone adventuresome.  Nice features are:  Nicely grouped first aid categories, a prepare section for all types of emergencies, and hospitals near you.  What would be even nicer would be hospital groupings.  I saw long term elderly care and behavioral hospitals listed alongside ER type hospitals and no private urgent care facilities were on the list.  I also liked the link to the Red Cross ""store"" where you could buy reasonably priced aid kits.",4,2015-04-26,1
125,Enjoy Fitness,"As a Red Cross Instructor I had to shudder at the broken test site in this app. Just like their Instructor site, it doesn't work and when you ask them to fix it, they are all happy and helpful, but it doesn't get done. But alas that is another story. I like the app, they need to fix the bugs in the tests and update the hospital info area. Otherwise, it has good information, but please get certified in CPR and First Aide  by a qualified instructor before attempting anything in this app.",3,2014-12-21,1
