,Review,Rating,sentiment,Date of Review
234,"New Update App is crashing will not open on my Android 6 Marshmallow Phone, but works fine on latest Galaxy Tab +S7 with Android 10. Poor oversight, do you guys test these BEFORE you release?, Now I have No Emergency App on Phone...great work.",1,0,2020-11-03
235,The updated App. says it's stopped. So now it doesn't work. Never had any problems with the previous app. Please reinstate,1,1,2020-11-03
236,Will not open.,1,0,2020-11-03
237,"App will not open, keeps closing. I've Uninstaller n reinstalled a number of times without success",1,-1,2020-11-03
238,Won't work,1,0,2020-11-02
239,"Never had a problem with the old app, but the latest one won't open. Have uninstalled, reinstalled and cleared cache to no avail.",1,-1,2020-11-02
240,This app does not want to open. Can't download. Android,1,-1,2020-11-02
241,Can't open the app which immediately closes down. Can you please help me to fix the problem,1,1,2020-11-02
242,since last update doesn't work with j7 galaxy,3,0,2020-11-02
243,Most pathetic excuse for an app. Supposed to be an emergency app. Thought you knew what you were doing. Obviously you have no idea.,1,-1,2020-11-02
244,Just down loaded the app and have noticed the app has my current location in my neighbours house (I'm actually sitting in my own lounge room) and the 3 important words that I would have to use in case of an emergency are partial covered by other information on the screen.,1,-1,2020-11-02
245,You would think if they were going to relaunch this app they would make sure it didn't keep crashing when trying to open.,1,1,2020-11-02
246,Crashes immediately.,1,0,2020-11-02
247,Won't work on Samsung s7 . Constantly says stopped. Not sure if linked but I do have the covid app constantly running,1,-1,2020-11-02
248,Looks good with the upgrade,5,1,2020-11-02
249,Great app,5,1,2020-11-02
250,Will not open on my Samsung Android? It keeps showing as closing. I have deleted it and resubmitted but still no go.,2,-1,2020-11-02
251,Doesn't open. Disappointing,1,1,2020-11-02
252,"Great concept of the 3 words location, and has all of the important emergency numbers and instructions",5,1,2020-11-02
253,Does not open,1,0,2020-11-02
254,Was good. Now crashes,1,1,2020-11-02
255,"It's showing the wrong 🏠 house, we're nextdoor",4,-1,2020-11-02
256,Won't open. App stopped,1,1,2020-11-02
257,Crashes on startup since last update,1,0,2020-11-02
258,It's a great idea I have samsung 9 the app was working but suddenly stopped and i have tried closing app reloading app and turning phone off and restarting it.,3,1,2020-11-02
259,This a great App. The App has stopped working. With last update. Iam using a samsung A5.,4,1,2020-11-02
260,"All very good and have had it since original version. However with the intro of What3Words the font needs to be bigger so it is more visible, especially for those that have some vision impairment . Or have the functionality to change the W3W font like the Long/Lat.",5,1,2020-11-02
261,I too have problems 'this app doesn't work anymore'. Tried in the bush today. Unsuccessful. Bit of a worry. Helen Aiton,1,-1,2020-11-02
262,Change the original icon back!! Haven't used the app yet but the new icon will confuse people in distressing situations.,3,-1,2020-11-02
263,Has now stopped working on my Galaxy running Android 8. Very disappointing,2,-1,2020-11-02
264,Done update now it won't open What have you done 😭 To bad if i have to use it,1,-1,2020-11-01
265,Keeps saying app keeps stopping. Earlier version worked perfectly.,1,1,2020-11-01
266,Could have saved my life but doesn't work anymore,1,1,2020-11-01
267,"It replaced the previous triple 000 app which is perfectly works. This is not working at all. It says, the app has stopped. Please, before changing the any emergency app make sure and make sure it works perfectly. It will not be a emergency app if doesn't works.",1,1,2020-11-01
268,After an automatic update it no longer works on my Samsung Galaxy 5. Please ensure the current version is backwardly compatible. Lives depend on its functionality.,1,1,2020-11-01
269,Not working since last update,1,0,2020-11-01
270,I can't open it at all since the very recent update. Not impressed!!!,1,-1,2020-11-01
271,The updated version of this app won't open on my mobile.,1,0,2020-11-01
272,Have uninstalled and reinstalled the app since the update but it still doesn't work like it did prior to the update. Disappointing,1,-1,2020-11-01
273,"A great app but for some reason it stopped working on my phone. Everytime I open it, it immediately crashes.",3,1,2020-11-01
274,Has stopped working reinstalled and still not working,1,-1,2020-11-01
275,Since you have updated the app fails to work. This meant to be an emergency app that was working perfectly before you updated it. Please repair ASAP so it can be used in an emergency,1,-1,2020-11-01
276,Why is this app no working anymore? It keeps crashing after the latest update,1,-1,2020-11-01
277,"App won't open anymore... Reinstalled, still won't open.",1,0,2020-11-01
278,This shows an incorrect address for my home. But no way to correct or advise! Dangerous.,2,-1,2020-10-31
279,This New version is not working on my Samsung Galaxy. I have checked settings all seems ok,1,1,2020-10-31
280,Was a great app until you updated it now it wont even open,1,1,2020-10-31
281,"Great app if you can open it, constantly shuts down",2,1,2020-10-31
282,Latest version doesn't want to open on an older Android 7 based phone...stops almost immediately. Might be the same problem that the updated BoM app had for a while...,2,-1,2020-10-31
283,Have recently uninstalled app as it not working anymore. It won't ever load. Was great when it was working,2,1,2020-10-31
284,Will not even load since the latest update,1,0,2020-10-31
285,Since updating not working,1,0,2020-10-31
286,Ess we weer w we re w e et wees dw ess e wed er we see we f wwest,1,0,2020-10-31
287,"I have installed and reinstalled this app but it still won't open. Or "" Emergency + app has stopped"". Please fix this! It's an Emergency app. The previous one worked just fine. My phone :Samsungalaxy Note 5",1,-1,2020-10-30
288,New icon but it doesn't work any more. I have uninstalled and reinstalled but it continues to say it has stopped working. Who can fix this?,1,-1,2020-10-30
289,Great tool especially if you find yourself on a long stretch of road or in the bush and need to know where you are to call for help.,5,1,2020-10-29
290,Show the best,5,1,2020-10-28
291,3effe,5,0,2020-10-18
292,"It might get 5 stars if you would explain where my three words comes into the picture. No obvious reference to it when you open the app, just normal coordinates",3,-1,2020-10-02
293,"5 stars as very simple, functional and essential. Map could be improved by letting you drop a pin to get another location - some emergencies might need that information (like where you were five mins ago, or where someone else is).",5,1,2020-10-01
